episode,episode_reward
1,-4948.449999999998
2,-4055.450000000006
3,-4982.950000000005
4,-5012.049999999999
5,-5016.400000000005
6,-5009.200000000013
7,-5005.299999999996
8,-4944.249999999993
9,-821.2999999999995
10,-4610.449999999998
11,-2504.799999999993
12,-940.2999999999977
13,-2365.6999999999957
14,-2022.849999999999
15,-318.8499999999997
16,-1603.2
17,-2508.3000000000006
18,-1020.9500000000003
19,-1261.7999999999972
20,-977.9500000000014
21,-359.85000000000014
22,-1214.299999999999
23,-921.299999999999
24,-396.29999999999984
25,-162.55000000000007
26,-156.20000000000022
27,-419.19999999999993
28,-835.7999999999995
29,-291.44999999999993
30,-740.6999999999997
31,-114.84999999999994
32,-595.8000000000004
33,-756.3000000000002
34,-836.8499999999988
35,63.7
36,-438.4499999999998
37,-259.79999999999995
38,-215.80000000000018
39,-33.84999999999994
40,-185.84999999999985
41,-126.20000000000016
42,79.7
43,-85.29999999999993
44,-699.6999999999994
45,72.55000000000001
46,-60.4499999999999
47,77.69999999999999
48,-71.95000000000005
49,49.80000000000001
50,-42.7999999999999
51,-158.30000000000018
52,25.200000000000045
53,-178.80000000000007
54,29.199999999999932
55,23.69999999999999
56,36.299999999999976
57,40.04999999999999
58,60.70000000000002
59,25.19999999999999
60,50.799999999999976
61,30.550000000000054
62,-197.2999999999999
63,88.19999999999999
64,46.95000000000001
65,84.64999999999999
66,-22.44999999999996
67,46.14999999999998
68,64.2
69,32.199999999999974
70,109.55
71,74.30000000000001
72,37.80000000000005
73,48.649999999999984
74,53.20000000000001
75,105.7
76,101.8
77,28.65000000000002
78,69.14999999999999
79,18.200000000000045
80,54.15
81,93.05
82,86.7
83,47.199999999999996
84,95.55000000000001
85,48.19999999999999
86,76.64999999999999
87,83.3
88,118.15
89,84.7
90,120.65
91,73.65000000000002
92,109.55
93,94.15
94,123.14999999999999
95,77.69999999999999
96,79.64999999999995
97,82.55
98,116.15
99,118.30000000000001
100,103.8
101,108.65
102,130.65
103,120.7
104,120.65
105,93.05
106,124.15
107,91.14999999999999
108,117.8
109,48.15000000000002
110,122.15
111,115.30000000000001
112,113.64999999999999
113,89.05000000000001
114,145.15
115,103.3
116,124.15
117,124.15
118,134.65
119,126.2
120,125.14999999999999
121,124.65
122,104.2
123,141.15
124,93.8
125,121.15000000000002
126,122.65000000000002
127,127.65
128,119.65
129,109.7
130,121.65
131,135.65
132,102.65
133,134.15
134,135.2
135,121.15
136,133.15
137,139.15
138,139.65
139,124.7
140,129.65
141,131.65
142,132.65
143,129.65
144,140.15
145,111.2
146,134.70000000000002
147,133.3
148,121.20000000000002
149,129.65
150,135.3
151,139.2
152,129.65
153,83.55000000000001
154,125.15
155,108.3
156,137.15
157,125.65
158,111.14999999999999
159,133.15
160,129.65
161,139.70000000000002
162,136.2
163,136.65
164,137.65
165,130.05
166,129.20000000000002
167,135.64999999999998
168,135.7
169,128.65
170,125.2
171,137.7
172,136.70000000000002
173,144.65
174,133.55
175,137.15
176,131.15
177,122.2
178,142.15
179,139.8
180,134.70000000000002
181,149.15
182,139.7
183,136.65
184,139.65
185,144.65
186,148.2
187,142.14999999999998
188,138.3
189,143.65
190,136.64999999999998
191,135.65
192,142.15
193,139.65
194,115.65
195,138.14999999999998
196,138.15
197,144.64999999999998
198,125.69999999999999
199,131.65
200,149.15
