38,37,36,35,34,34,34,33,33,32,32,32,32,32,33,33,34,34,34,35,35,36,36,37,37,37,38,38,39,39,39,40,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,0,75,75,75,76,76,77,77,77,78
37,36,35,34,33,33,33,32,32,31,31,31,31,31,32,32,33,33,33,34,34,35,35,36,36,36,37,37,38,38,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,0,74,74,74,75,75,76,76,76,77
37,36,35,34,33,32,32,31,31,30,30,30,30,30,31,31,32,32,32,33,33,34,34,35,35,35,36,36,37,37,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,0,73,73,73,74,74,75,75,75,76
37,36,35,34,33,32,31,30,30,29,29,29,29,29,30,30,31,31,31,32,32,33,33,34,34,34,35,35,36,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,0,72,72,72,73,73,74,74,74,75
36,35,34,33,32,31,30,29,29,28,28,28,28,28,29,29,30,30,30,31,31,32,32,33,33,33,34,34,35,36,0,0,0,0,0,0,0,0,0,0,0,48,49,50,51,52,53,54,55,56,0,71,71,71,72,72,73,73,73,74
36,35,34,33,32,31,30,29,28,27,27,27,27,27,28,28,29,29,29,30,30,31,31,32,32,32,33,33,34,35,0,66,65,64,63,62,62,61,61,60,0,49,50,51,52,53,54,55,56,57,0,70,70,70,71,71,72,72,72,73
35,34,33,32,31,30,29,28,27,26,26,26,26,26,27,27,28,28,28,29,29,30,30,31,31,31,32,33,34,35,0,66,65,64,63,62,61,60,60,59,0,50,51,51,52,53,54,55,56,57,0,69,69,69,70,70,71,71,72,73
35,34,33,32,31,30,29,28,27,26,25,25,25,25,26,26,27,27,27,28,28,29,29,30,30,30,31,32,33,34,0,65,64,63,62,61,60,59,59,58,0,51,52,52,53,54,55,56,57,58,0,68,68,68,69,69,70,71,72,73
0,0,0,0,0,0,0,0,0,0,0,24,24,24,25,25,26,26,26,27,27,28,28,29,29,30,31,32,33,34,0,65,64,63,62,61,60,59,58,57,0,52,53,53,54,54,55,56,57,58,0,67,67,67,68,68,69,70,71,72
26,26,25,25,25,24,24,23,23,23,0,23,23,23,24,24,25,25,25,26,26,27,27,28,29,30,31,32,33,34,0,64,63,62,61,60,59,58,57,56,0,53,54,54,55,55,56,57,58,59,0,66,66,66,67,68,69,70,71,72
25,25,24,24,24,23,23,22,22,22,0,22,22,22,23,23,24,24,24,25,25,26,26,27,28,29,30,31,32,33,0,64,63,62,61,60,59,58,57,56,55,54,55,55,56,56,57,57,58,59,0,65,65,65,66,67,68,69,70,71
24,24,23,23,23,22,22,21,21,21,0,21,21,21,22,22,23,23,23,24,24,25,26,27,28,29,30,31,32,33,0,64,63,62,61,60,59,58,57,56,56,55,56,56,57,57,58,58,58,59,0,64,64,65,66,67,68,69,70,71
24,23,22,22,22,21,21,20,20,20,0,20,20,20,21,21,22,22,22,23,23,24,25,26,27,28,29,30,31,32,0,65,64,63,62,61,60,59,58,57,57,56,57,57,58,58,59,59,59,60,0,63,64,65,66,67,68,69,70,71
23,22,21,21,21,20,20,19,19,19,0,19,19,19,20,20,21,21,21,22,0,0,0,0,0,0,0,0,0,0,0,65,64,63,62,61,60,59,59,58,58,57,58,58,59,59,60,60,60,61,61,62,63,64,0,0,0,0,0,0
23,22,21,20,20,19,19,18,18,18,0,18,18,18,19,19,20,20,20,21,0,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,60,59,59,58,59,59,60,60,61,61,61,62,62,63,64,65,66,67,68,68,68,69
23,22,21,20,19,18,18,17,17,17,0,17,17,17,18,18,19,19,19,20,0,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,62,61,61,60,60,59,60,60,61,61,62,62,62,63,63,64,64,65,66,66,67,67,67,68
22,21,20,19,18,17,17,16,16,16,15,16,16,16,17,17,18,18,18,19,0,76,75,74,73,72,71,70,69,68,67,66,65,64,63,63,63,62,62,61,61,60,61,61,62,62,63,63,63,63,63,63,64,64,65,65,66,66,66,67
22,21,20,19,18,17,16,15,15,15,14,15,15,15,16,16,17,17,17,18,0,77,76,75,74,73,72,71,70,69,68,67,66,65,64,64,64,63,63,62,62,61,62,62,63,63,64,63,63,62,62,62,63,63,64,64,65,65,65,66
21,20,19,18,17,16,15,14,14,14,13,14,14,14,15,15,16,16,16,17,0,77,76,75,74,73,72,71,70,69,68,67,66,66,65,65,65,64,64,63,63,62,63,63,64,63,63,62,62,61,61,61,62,62,63,63,64,64,64,65
21,20,19,18,17,16,15,14,13,13,12,13,13,13,14,14,15,15,16,17,0,78,77,76,75,74,73,72,71,70,69,68,67,67,66,66,66,65,65,64,64,63,63,63,63,62,62,61,61,60,60,60,61,61,62,62,63,63,63,64
21,20,19,18,17,16,15,14,13,12,11,12,12,12,13,13,14,15,16,17,0,78,77,76,75,74,73,72,71,70,69,69,68,68,67,67,67,66,65,64,63,63,62,62,62,61,61,60,60,59,59,59,60,60,61,61,62,62,63,64
0,0,0,0,0,0,0,0,0,0,10,11,11,11,12,12,13,14,15,16,0,78,77,76,75,74,73,72,71,70,70,70,69,69,68,67,66,65,64,63,62,62,61,61,61,60,60,59,59,58,58,58,59,59,60,60,61,62,63,64
